iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
47,0,10,1,1,1064,1.38786,1065.38
48,0,10,2,1,200.668,3.34229,204.01
49,0,10,3,1,1960.45,643.028,2603.48
50,0,10,4,1,1926.17,2.09755,1928.27
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,1586.47,0,1586.47
1,0,1,0,1,672.572,2.64534,675.218
2,0,1,1,1,788.622,1163.98,1952.61
3,0,1,2,1,986.065,814.083,1800.15
4,0,1,3,1,1305.38,0.803594,1306.18
5,0,1,4,1,848.729,1.29489,850.024
6,0,2,0,1,752.155,147.392,899.547
7,0,2,1,1,60.6207,575.115,635.736
8,0,2,2,1,1384.72,784.006,2168.73
9,0,2,3,1,125.933,0.903525,126.836
10,0,2,4,1,1533.17,2.94972,1536.12
11,0,3,0,1,1852.24,1.399,1853.64
12,0,3,1,1,1097.67,0.590143,1098.26
13,0,3,2,1,852.747,446.023,1298.77
14,0,3,3,1,345.938,1001.2,1347.14
15,0,3,4,1,1477.04,737.853,2214.89
16,0,4,0,1,424.492,1.48833,425.98
17,0,4,1,1,753.523,0.42649,753.949
18,0,4,2,1,1146.8,734.19,1880.99
19,0,4,3,1,869.072,1.67862,870.751
20,0,4,4,1,1564.25,1.25924,1565.51
21,0,5,0,1,1068.25,4.35914,1072.61
22,0,5,1,1,1733.68,1.14854,1734.83
23,0,5,2,1,251.607,1.33904,252.946
24,0,5,3,1,167.091,817.563,984.655
25,0,5,4,1,285.765,1594.03,1879.79
26,0,6,0,1,1858.28,3.10208,1861.38
27,0,6,1,1,1610.84,1.3601,1612.2
28,0,6,2,1,53.2138,1.14904,54.3629
29,0,6,3,1,137.816,1820.27,1958.08
30,0,6,4,1,148.19,1486.17,1634.36
31,0,7,0,1,335.866,1.42257,337.289
32,0,7,1,1,795.885,1.09713,796.982
33,0,7,2,1,919.894,1.1054,920.999
34,0,7,3,1,22.8592,5.5324,28.3916
35,0,7,4,1,90.8377,766.507,857.345
36,0,8,0,1,461.424,829.397,1290.82
37,0,8,1,1,758.466,0.681931,759.148
38,0,8,2,1,847.362,1.32983,848.692
39,0,8,3,1,1863.28,1.02001,1864.3
40,0,8,4,1,1579.7,2.0163,1581.72
41,0,9,0,1,1083.5,1.10691,1084.61
42,0,9,1,1,403.956,764.431,1168.39
43,0,9,2,1,651.281,1176.37,1827.65
44,0,9,3,1,631.466,424.979,1056.45
45,0,9,4,1,750.626,1.47665,752.102
46,0,10,0,1,826.64,0.545477,827.186
47,0,10,1,1,1058.94,1.22122,1060.16
48,0,10,2,1,199.209,0.709084,199.918
49,0,10,3,1,1969.84,653.105,2622.94
50,0,10,4,1,1927.05,1.03577,1928.09
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,1588.03,0,1588.03
1,0,1,0,1,675.714,1.64716,677.361
2,0,1,1,1,776.356,1166.48,1942.83
3,0,1,2,1,992.723,814.614,1807.34
4,0,1,3,1,1305.74,1.50181,1307.24
5,0,1,4,1,859.998,0.782166,860.781
6,0,2,0,1,731.815,142.815,874.63
7,0,2,1,1,68.4252,574.77,643.195
8,0,2,2,1,1388.5,787.003,2175.51
9,0,2,3,1,121.506,0.964497,122.471
10,0,2,4,1,1530.93,1.13524,1532.07
11,0,3,0,1,1857.94,1.70765,1859.64
12,0,3,1,1,1089.53,1.23802,1090.76
13,0,3,2,1,862.011,447.593,1309.6
14,0,3,3,1,353.587,1001.19,1354.78
15,0,3,4,1,1486.17,737.117,2223.29
16,0,4,0,1,428.715,0.812998,429.528
17,0,4,1,1,740.644,2.4093,743.053
18,0,4,2,1,1141.38,733.909,1875.29
19,0,4,3,1,866.561,1.58803,868.149
20,0,4,4,1,1581.54,1.17394,1582.72
21,0,5,0,1,1079.98,1.41491,1081.39
22,0,5,1,1,1748.37,1.12589,1749.5
23,0,5,2,1,248.554,3.20509,251.759
24,0,5,3,1,141.789,812.72,954.509
25,0,5,4,1,304.354,1591.62,1895.97
26,0,6,0,1,1859.27,4.47816,1863.75
27,0,6,1,1,1609.69,1.79475,1611.48
28,0,6,2,1,52.2177,9.61314,61.8309
29,0,6,3,1,117.874,1814.91,1932.78
30,0,6,4,1,138.712,1491.55,1630.26
31,0,7,0,1,336.46,1.68822,338.149
32,0,7,1,1,787.748,0.464014,788.212
33,0,7,2,1,924.026,1.42648,925.452
34,0,7,3,1,33.9063,1.10428,35.0106
35,0,7,4,1,85.7056,764.791,850.497
36,0,8,0,1,464.992,830.488,1295.48
37,0,8,1,1,747.595,3.28515,750.88
38,0,8,2,1,855.885,0.458193,856.343
39,0,8,3,1,1839.32,4.34236,1843.66
40,0,8,4,1,1575.06,1.34337,1576.41
41,0,9,0,1,1075.58,1.72128,1077.3
42,0,9,1,1,402.634,765.354,1167.99
43,0,9,2,1,678.258,1172.99,1851.25
44,0,9,3,1,644.417,429.417,1073.83
45,0,9,4,1,751.893,3.51549,755.408
46,0,10,0,1,839.92,2.08224,842.002
47,0,10,1,1,1058.61,2.0717,1060.68
48,0,10,2,1,184.892,0.686186,185.578
49,0,10,3,1,1966.36,647.437,2613.8
50,0,10,4,1,1941.11,0.634512,1941.75
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,1588.15,0,1588.15
1,0,1,0,1,678.428,7.62276,686.051
2,0,1,1,1,776.747,1158.74,1935.49
3,0,1,2,1,987.361,817.185,1804.55
4,0,1,3,1,1311.59,2.3149,1313.91
5,0,1,4,1,845.708,1.54756,847.255
6,0,2,0,1,730.747,147.113,877.86
7,0,2,1,1,57.6988,574.415,632.114
8,0,2,2,1,1384.36,788.513,2172.87
9,0,2,3,1,126.519,1.45743,127.976
10,0,2,4,1,1526.28,1.1038,1527.38
11,0,3,0,1,1854.1,1.58735,1855.68
12,0,3,1,1,1119.82,0.434035,1120.26
13,0,3,2,1,860.094,448.182,1308.28
14,0,3,3,1,364.268,1001.87,1366.14
15,0,3,4,1,2131.33,737.794,2869.12
16,0,4,0,1,427.411,1.29069,428.701
17,0,4,1,1,739.247,0.588878,739.836
18,0,4,2,1,1151.34,736.273,1887.61
19,0,4,3,1,872.196,2.12944,874.326
20,0,4,4,1,1579.57,1.0592,1580.63
21,0,5,0,1,1060.49,3.32848,1063.81
22,0,5,1,1,1726.19,1.08871,1727.28
23,0,5,2,1,247.368,0.972091,248.34
24,0,5,3,1,137.202,813.842,951.044
25,0,5,4,1,271.844,1594.3,1866.14
26,0,6,0,1,1876.27,2.7022,1878.98
27,0,6,1,1,1608.71,1.78961,1610.5
28,0,6,2,1,50.2043,4.19283,54.3971
29,0,6,3,1,125.681,1808.93,1934.61
30,0,6,4,1,145.027,1488.81,1633.83
31,0,7,0,1,334.28,5.15244,339.433
32,0,7,1,1,788.432,0.792494,789.225
33,0,7,2,1,924.596,1.69859,926.295
34,0,7,3,1,35.9934,6.17126,42.1646
35,0,7,4,1,93.1635,765.621,858.784
36,0,8,0,1,461.154,829.933,1291.09
37,0,8,1,1,747.018,0.985367,748.003
38,0,8,2,1,850.124,6.67281,856.797
39,0,8,3,1,1845.01,2.24167,1847.25
40,0,8,4,1,1575.12,1.81405,1576.94
41,0,9,0,1,1074.27,4.74827,1079.02
42,0,9,1,1,397.743,764.944,1162.69
43,0,9,2,1,658.107,1172.15,1830.26
44,0,9,3,1,631.296,423.912,1055.21
45,0,9,4,1,743.884,1.72891,745.613
46,0,10,0,1,827.699,1.97287,829.672
47,0,10,1,1,1061.24,0.868644,1062.11
48,0,10,2,1,187.892,1.75648,189.648
49,0,10,3,1,1966.7,644.763,2611.46
50,0,10,4,1,1915.11,0.655955,1915.76
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,1586.66,0,1586.66
1,0,1,0,1,672.197,1.42791,673.625
2,0,1,1,1,773.032,1162.72,1935.75
3,0,1,2,1,993.077,815.154,1808.23
4,0,1,3,1,1299.88,1.21117,1301.1
5,0,1,4,1,850.623,0.418895,851.042
6,0,2,0,1,727.49,147.124,874.615
7,0,2,1,1,68.3152,576.75,645.066
8,0,2,2,1,1383.73,788.089,2171.82
9,0,2,3,1,126.436,3.99885,130.434
10,0,2,4,1,1526.92,0.814072,1527.73
11,0,3,0,1,1853.96,2.2755,1856.24
12,0,3,1,1,1083,1.9134,1084.92
13,0,3,2,1,858.281,451.844,1310.12
14,0,3,3,1,353.781,1001.37,1355.15
15,0,3,4,1,1482.67,737.003,2219.67
16,0,4,0,1,427.188,1.87451,429.062
17,0,4,1,1,748.811,0.81173,749.622
18,0,4,2,1,1141.04,737.081,1878.12
19,0,4,3,1,859.675,1.33441,861.009
20,0,4,4,1,1566.09,0.781406,1566.87
21,0,5,0,1,1062.72,1.39428,1064.11
22,0,5,1,1,1725.38,2.58791,1727.97
23,0,5,2,1,247.393,0.642648,248.036
24,0,5,3,1,134.604,816.243,950.847
25,0,5,4,1,280.771,1594.63,1875.4
26,0,6,0,1,1859.08,0.950204,1860.03
27,0,6,1,1,1610.2,2.15361,1612.35
28,0,6,2,1,70.6445,1.4207,72.0652
29,0,6,3,1,171.057,1814.86,1985.92
30,0,6,4,1,142.888,1490.36,1633.25
31,0,7,0,1,335.424,1.24089,336.665
32,0,7,1,1,787.994,1.0789,789.073
33,0,7,2,1,919.988,1.06896,921.057
34,0,7,3,1,30.1552,0.981653,31.1368
35,0,7,4,1,85.0146,764.594,849.609
36,0,8,0,1,458.377,829.546,1287.92
37,0,8,1,1,754.016,1.30952,755.325
38,0,8,2,1,843.564,3.41768,846.981
39,0,8,3,1,1838.33,2.22748,1840.56
40,0,8,4,1,1576.06,1.79966,1577.86
41,0,9,0,1,1077.75,1.59648,1079.35
42,0,9,1,1,397.384,765.436,1162.82
43,0,9,2,1,652.878,1172.66,1825.54
44,0,9,3,1,638.968,427.426,1066.39
45,0,9,4,1,752.855,3.59216,756.447
46,0,10,0,1,829.457,3.07871,832.536
47,0,10,1,1,1060.05,1.17064,1061.22
48,0,10,2,1,219.348,1.28101,220.629
49,0,10,3,1,1975.17,642.72,2617.89
50,0,10,4,1,1912.83,3.09272,1915.92
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.46211,0,0.46211
1,0,1,0,1,1008.69,5.68125,1014.37
2,0,1,1,1,1036.04,4.79056,1040.83
3,0,1,2,1,1004.23,0.466793,1004.69
4,0,1,3,1,1005.1,2.26557,1007.36
5,0,1,4,1,1015.29,7.12038,1022.41
6,0,2,0,1,1004.45,6.0306,1010.48
7,0,2,1,1,1014.44,1.81183,1016.25
8,0,2,2,1,1010.3,4.26877,1014.56
9,0,2,3,1,1033.05,0.852554,1033.91
10,0,2,4,1,1004.48,6.06991,1010.55
11,0,3,0,1,1011.25,5.27478,1016.52
12,0,3,1,1,1007.42,3.1038,1010.53
13,0,3,2,1,1002.66,4.63309,1007.29
14,0,3,3,1,1010.66,2.64123,1013.3
15,0,3,4,1,1007.69,0.950275,1008.64
16,0,4,0,1,1011.21,6.09809,1017.3
17,0,4,1,1,1011.84,1.61065,1013.45
18,0,4,2,1,1021.27,1.15996,1022.43
19,0,4,3,1,1029.59,3.48805,1033.08
20,0,4,4,1,1029.82,1.52424,1031.34
21,0,5,0,1,1030.34,7.93942,1038.28
22,0,5,1,1,1024.1,3.21004,1027.32
23,0,5,2,1,1007.58,0.805178,1008.38
24,0,5,3,1,1015.21,3.68694,1018.9
25,0,5,4,1,1005.49,1.98904,1007.48
26,0,6,0,1,1002.58,4.19172,1006.78
27,0,6,1,1,1007.82,4.29922,1012.12
28,0,6,2,1,1043.63,1.17631,1044.81
29,0,6,3,1,1031.52,3.01439,1034.54
30,0,6,4,1,1019.62,0.838829,1020.46
31,0,7,0,1,1013.73,5.15116,1018.89
32,0,7,1,1,1031.24,10.6221,1041.86
33,0,7,2,1,1010.52,2.9781,1013.5
34,0,7,3,1,1007.52,5.13339,1012.66
35,0,7,4,1,1009.55,2.04623,1011.59
36,0,8,0,1,1012.74,6.96966,1019.71
37,0,8,1,1,1007.6,1.31619,1008.92
38,0,8,2,1,1011.12,1.00571,1012.12
39,0,8,3,1,1005.28,7.69782,1012.98
40,0,8,4,1,1002.59,5.44597,1008.03
41,0,9,0,1,1001.98,3.4132,1005.39
42,0,9,1,1,1013.03,1.32056,1014.35
43,0,9,2,1,1012.61,2.94896,1015.56
44,0,9,3,1,1026.02,0.754182,1026.78
45,0,9,4,1,1029.07,0.939481,1030.01
46,0,10,0,1,1034.69,5.23875,1039.92
47,0,10,1,1,1006.93,10.0036,1016.94
48,0,10,2,1,1003.42,2.90292,1006.33
49,0,10,3,1,1009.59,4.70606,1014.29
50,0,10,4,1,1010.1,1.43154,1011.53
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.816645,0,0.816645
1,0,1,0,1,1066.53,7.32548,1073.86
2,0,1,1,1,1029.26,11.3987,1040.66
3,0,1,2,1,1042.23,2.00831,1044.24
4,0,1,3,1,1044.35,3.4802,1047.83
5,0,1,4,1,1023.89,1.3599,1025.25
6,0,2,0,1,1002.29,14.0147,1016.3
7,0,2,1,1,1020.27,8.35558,1028.63
8,0,2,2,1,1012.53,1.58408,1014.12
9,0,2,3,1,1002.16,1.2216,1003.38
10,0,2,4,1,1001.05,8.74662,1009.79
11,0,3,0,1,1014.16,12.8258,1026.99
12,0,3,1,1,1016.13,4.67122,1020.8
13,0,3,2,1,1004.63,4.59523,1009.22
14,0,3,3,1,1011.44,4.90282,1016.34
15,0,3,4,1,1011.66,4.13555,1015.79
16,0,4,0,1,1003.12,4.96046,1008.08
17,0,4,1,1,1065.23,7.05742,1072.29
18,0,4,2,1,1012.57,11.5844,1024.16
19,0,4,3,1,1014.91,1.75324,1016.66
20,0,4,4,1,1005.04,7.86747,1012.9
21,0,5,0,1,1018.63,2.83203,1021.46
22,0,5,1,1,1012.11,4.47322,1016.58
23,0,5,2,1,1011.28,0.857052,1012.14
24,0,5,3,1,1007.26,1.1911,1008.45
25,0,5,4,1,1031.49,4.13879,1035.63
26,0,6,0,1,1004.94,5.2542,1010.19
27,0,6,1,1,1017.26,6.55562,1023.82
28,0,6,2,1,1009.37,0.703837,1010.08
29,0,6,3,1,1011.38,0.752546,1012.13
30,0,6,4,1,1011.71,13.2564,1024.97
31,0,7,0,1,1007.66,6.79007,1014.45
32,0,7,1,1,1024.55,4.63209,1029.18
33,0,7,2,1,1022.37,4.28791,1026.65
34,0,7,3,1,1007.95,8.58612,1016.53
35,0,7,4,1,1010.55,3.00802,1013.55
36,0,8,0,1,1002.64,1.02475,1003.66
37,0,8,1,1,1008.5,4.93583,1013.44
38,0,8,2,1,1010.8,0.456277,1011.26
39,0,8,3,1,1006.11,1.86155,1007.97
40,0,8,4,1,1000.95,3.19805,1004.14
41,0,9,0,1,1019.44,13.3586,1032.79
42,0,9,1,1,1014.69,1.85946,1016.54
43,0,9,2,1,1012.04,0.941017,1012.99
44,0,9,3,1,1017.88,0.640621,1018.52
45,0,9,4,1,1008.99,3.90161,1012.89
46,0,10,0,1,1001.61,10.8065,1012.42
47,0,10,1,1,1025.9,3.27004,1029.17
48,0,10,2,1,1007.6,1.50419,1009.11
49,0,10,3,1,1032.59,1.37883,1033.96
50,0,10,4,1,1004.81,1.95916,1006.77
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.244767,0,0.244767
1,0,1,0,1,1020.16,1.5572,1021.72
2,0,1,1,1,1010.47,2.91194,1013.38
3,0,1,2,1,1012.69,1.26463,1013.95
4,0,1,3,1,1018.14,17.5149,1035.66
5,0,1,4,1,1013.22,1.81947,1015.04
6,0,2,0,1,1014.19,3.35629,1017.55
7,0,2,1,1,1027.62,9.54667,1037.17
8,0,2,2,1,1015.99,0.881993,1016.87
9,0,2,3,1,1015.83,6.79567,1022.62
10,0,2,4,1,1034.35,5.16926,1039.52
11,0,3,0,1,1000.94,6.56341,1007.51
12,0,3,1,1,1004.78,12.4328,1017.21
13,0,3,2,1,1026.45,9.82664,1036.28
14,0,3,3,1,1002.44,8.25955,1010.7
15,0,3,4,1,1003.33,0.812692,1004.14
16,0,4,0,1,1001.82,3.1758,1005
17,0,4,1,1,1006.63,3.78037,1010.41
18,0,4,2,1,1003.57,0.956803,1004.53
19,0,4,3,1,1006.07,5.45211,1011.52
20,0,4,4,1,1002.88,5.50999,1008.39
21,0,5,0,1,1005.45,4.30222,1009.75
22,0,5,1,1,1003.71,2.26629,1005.97
23,0,5,2,1,1011.1,2.40405,1013.5
24,0,5,3,1,1024.51,2.98561,1027.5
25,0,5,4,1,1014.34,5.18892,1019.53
26,0,6,0,1,1005.88,12.6532,1018.54
27,0,6,1,1,1028.65,0.751358,1029.41
28,0,6,2,1,1006.88,2.49433,1009.38
29,0,6,3,1,1009.66,2.45198,1012.11
30,0,6,4,1,1019.06,4.24167,1023.3
31,0,7,0,1,1029.01,7.74243,1036.75
32,0,7,1,1,1011.08,5.65182,1016.73
33,0,7,2,1,1005.33,1.06545,1006.4
34,0,7,3,1,1003.39,3.61098,1007
35,0,7,4,1,1001.78,1.1154,1002.89
36,0,8,0,1,1008.65,3.41582,1012.06
37,0,8,1,1,1004.72,6.81432,1011.54
38,0,8,2,1,1002.72,0.97061,1003.69
39,0,8,3,1,1003.7,8.70156,1012.4
40,0,8,4,1,1002.61,7.6916,1010.3
41,0,9,0,1,1004.58,7.05768,1011.64
42,0,9,1,1,1014.67,4.66579,1019.34
43,0,9,2,1,1001.21,4.33338,1005.54
44,0,9,3,1,1011.19,3.52517,1014.71
45,0,9,4,1,1009.47,1.15904,1010.63
46,0,10,0,1,1013.25,4.13353,1017.39
47,0,10,1,1,1008.59,2.36515,1010.95
48,0,10,2,1,1004.95,2.52354,1007.47
49,0,10,3,1,1013.09,3.26058,1016.35
50,0,10,4,1,1002.46,2.24426,1004.7
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.699367,0,0.699367
1,0,1,0,1,1029.99,24.8129,1054.8
2,0,1,1,1,1013.1,4.60153,1017.71
3,0,1,2,1,1001.89,0.595423,1002.49
4,0,1,3,1,1005.2,1.67182,1006.87
5,0,1,4,1,1001.75,3.67819,1005.43
6,0,2,0,1,1020.76,7.12294,1027.88
7,0,2,1,1,1007.48,1.79372,1009.27
8,0,2,2,1,1002.09,6.13779,1008.23
9,0,2,3,1,1004.12,1.41457,1005.53
10,0,2,4,1,1012.98,2.65598,1015.63
11,0,3,0,1,1023.89,4.09918,1027.98
12,0,3,1,1,1026.22,2.47146,1028.7
13,0,3,2,1,1005.23,1.81556,1007.04
14,0,3,3,1,1030.92,5.20907,1036.13
15,0,3,4,1,1016.49,2.13135,1018.62
16,0,4,0,1,1003.23,4.50211,1007.73
17,0,4,1,1,1008.81,2.26975,1011.08
18,0,4,2,1,1009.57,14.3852,1023.95
19,0,4,3,1,1005.32,2.59892,1007.91
20,0,4,4,1,1001.16,3.15651,1004.32
21,0,5,0,1,1004.27,5.73088,1010
22,0,5,1,1,1004.65,1.35536,1006.01
23,0,5,2,1,1003.42,5.31232,1008.73
24,0,5,3,1,1009.16,4.92,1014.08
25,0,5,4,1,1011,1.04643,1012.04
26,0,6,0,1,1004.78,5.90458,1010.69
27,0,6,1,1,1015.85,1.81943,1017.67
28,0,6,2,1,1008.91,5.70525,1014.61
29,0,6,3,1,1009.98,4.78945,1014.77
30,0,6,4,1,1014.38,13.1501,1027.53
31,0,7,0,1,1004.24,7.15714,1011.4
32,0,7,1,1,1021.83,2.53596,1024.36
33,0,7,2,1,1013.16,2.24707,1015.41
34,0,7,3,1,1006.9,0.960344,1007.86
35,0,7,4,1,1027.9,3.41546,1031.32
36,0,8,0,1,1010.62,2.85402,1013.48
37,0,8,1,1,1027.98,6.59257,1034.57
38,0,8,2,1,1022.18,1.842,1024.02
39,0,8,3,1,1015.4,1.23134,1016.63
40,0,8,4,1,1008.77,1.15296,1009.92
41,0,9,0,1,1015.25,8.17322,1023.43
42,0,9,1,1,1015.64,1.30267,1016.94
43,0,9,2,1,1011.77,3.8192,1015.59
44,0,9,3,1,1011.23,7.43661,1018.66
45,0,9,4,1,1003.52,1.25846,1004.78
46,0,10,0,1,1005.41,2.1208,1007.53
47,0,10,1,1,1019.25,3.86024,1023.11
48,0,10,2,1,1014.4,2.59692,1017
49,0,10,3,1,1007.94,1.55696,1009.49
50,0,10,4,1,1028,3.05887,1031.06
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,1.74661,0,1.74661
1,0,1,0,1,1016.38,12.853,1029.23
2,0,1,1,1,1005.18,1.63362,1006.81
3,0,1,2,1,1004.82,1.79849,1006.62
4,0,1,3,1,1001.86,6.19184,1008.06
5,0,1,4,1,1001.63,1.73318,1003.36
6,0,2,0,1,1001.2,3.96995,1005.17
7,0,2,1,1,1017.16,0.40038,1017.57
8,0,2,2,1,1007.55,1.06008,1008.61
9,0,2,3,1,1005.99,1.41088,1007.4
10,0,2,4,1,1003.68,6.65824,1010.34
11,0,3,0,1,1021.11,9.06001,1030.17
12,0,3,1,1,1023.45,11.9553,1035.4
13,0,3,2,1,1001.65,0.442755,1002.1
14,0,3,3,1,1002,2.42325,1004.42
15,0,3,4,1,1003.33,4.03794,1007.37
16,0,4,0,1,1002.71,6.67733,1009.39
17,0,4,1,1,1006.51,2.67633,1009.18
18,0,4,2,1,1013.58,5.24019,1018.82
19,0,4,3,1,1005.01,1.59273,1006.6
20,0,4,4,1,1009.1,3.32735,1012.43
21,0,5,0,1,1001.41,7.50267,1008.91
22,0,5,1,1,1013.25,7.14052,1020.39
23,0,5,2,1,1044.06,13.9465,1058
24,0,5,3,1,1015.26,15.2279,1030.49
25,0,5,4,1,1007.39,2.1048,1009.49
26,0,6,0,1,1002.68,2.639,1005.32
27,0,6,1,1,1015.16,0.881133,1016.04
28,0,6,2,1,1026.79,1.20576,1027.99
29,0,6,3,1,1005.26,3.49777,1008.76
30,0,6,4,1,1019.07,13.4058,1032.47
31,0,7,0,1,1019.45,2.42498,1021.88
32,0,7,1,1,1003.73,1.72212,1005.45
33,0,7,2,1,1016,3.16608,1019.17
34,0,7,3,1,1019,3.7154,1022.71
35,0,7,4,1,1007.92,0.693821,1008.62
36,0,8,0,1,1026.09,13.2337,1039.32
37,0,8,1,1,1005.58,3.75754,1009.33
38,0,8,2,1,1000.96,5.20533,1006.16
39,0,8,3,1,1008.02,4.20269,1012.23
40,0,8,4,1,1004.95,2.82502,1007.77
41,0,9,0,1,1009.66,2.48973,1012.15
42,0,9,1,1,1005.97,1.94044,1007.91
43,0,9,2,1,1008.26,1.93741,1010.19
44,0,9,3,1,1004.82,8.07551,1012.89
45,0,9,4,1,1026.8,1.36466,1028.16
46,0,10,0,1,1010.56,5.56766,1016.13
47,0,10,1,1,1009.32,0.631329,1009.95
48,0,10,2,1,1009.43,2.46935,1011.9
49,0,10,3,1,1004.69,4.21584,1008.9
50,0,10,4,1,1007.97,1.07602,1009.05
